stop_id;stop_name;stop_lat;stop_lon;wheelchair_accessible
1308;Nogaredo Via Zuccate;45.912297;11.025602;2.0
1309;"Nomi ""Casa di Riposo""";45.928012;11.076136;2.0
1310;Nomi Piazza Springa;45.928796;11.072447;2.0
1311;Piazzale Orsi Stazione Fs;45.890257;11.034246;1.0
1312;Stazione Fs;45.890549;11.033982;0.0
1313;Piazzale S.Giorgio Est;45.895494;11.029596;0.0
1314;Piazzale S.Giorgio Ovest;45.895553;11.028781;0.0
1315;Piazzale S.Maria Ospedale;45.883528;11.040645;1.0
1316;Piazzale S.Maria Ospedale;45.883611;11.04094;1.0
1318;Piazza Manifattura;45.883841;11.021149;0.0
1319;Piazza Manifattura;45.883941;11.0211;0.0
1322;Piazza Podestà;45.886579;11.045563;0.0
1324;Piazzo;45.92196;11.033338;1.0
1325;Piazzo;45.922086;11.033671;2.0
1326;Pomarolo Chiesa;45.926381;11.045389;2.0
1327;Pomarolo Chiesa;45.926411;11.045788;2.0
1328;Pomarolo Via Degasperi;45.926336;11.042267;2.0
1329;Pomarolo Via Degasperi;45.926273;11.04252;2.0
1331;S.Ilario Sav;45.908267;11.040545;2.0
1332;S.Ilario Via Monti;45.910928;11.041107;2.0
1333;S.Ilario Sav;45.9079;11.040546;2.0
1334;Sp.2 Loc. Beccache';45.882294;11.072418;2.0
1335;"Viale Dei Colli ""Distributore""";45.88741;11.059524;2.0
1337;"Viale Dei Colli ""Distributore""";45.887476;11.059522;2.0
1338;Sp.2 Fr. Campolongo;45.886965;11.063864;1.0
1339;Sp.2 Noriglio;45.884288;11.070321;2.0
1340;Sp.2 Noriglio;45.884322;11.07008;2.0
1341;Sp.2 Fr. Campolongo;45.886934;11.063942;1.0
1342;Noriglio Via Dei Cimbri;45.884634;11.069729;2.0
1343;Lizzana Cristo;45.8669;11.030821;2.0
1347;Lizzana Cristo;45.867194;11.030778;1.0
1348;Lizzana Scuole Medie;45.870122;11.031121;1.0
1349;Lizzana Scuole Medie;45.870153;11.031031;1.0
1350;Lizzanella Ss.12;45.875541;11.031728;2.0
1351;Lizzanella Ss.12;45.876134;11.032003;2.0
1357;Via Benacense Via Fiume;45.881902;11.038149;1.0
1358;Via Benacense Via Fiume;45.881987;11.038449;1.0
1359;Via Benacense Parco Ferrari;45.877968;11.033225;1.0
1360;Via Benacense Scuole Dante;45.879524;11.034866;1.0
1361;Via Benacense Scuole Dante;45.879687;11.035197;1.0
1362;Via Benacense Parco Ferrari;45.877967;11.033346;1.0
1363;Via Cavour Via Riva;45.88728;11.034509;1.0
1364;Via Cavour;45.887193;11.038491;0.0
1365;Via Cavour Via Riva;45.88726;11.034203;1.0
1366;Via Cavour;45.887107;11.038239;0.0
1367;Via Cesari Stazione Fs;45.89033;11.03564;2.0
1369;Via Dante Borgo S.Caterina;45.889667;11.040463;2.0
1370;Via Dante Mon. All'alpino;45.886799;11.040419;2.0
1371;Via Dante Mon. All'alpino;45.886264;11.040284;2.0
1372;Viale Dei Colli Sc. Alberghiera;45.891061;11.047352;2.0
1373;Viale Dei Colli Sc. Alberghiera;45.890999;11.047589;2.0
1374;Viale Dei Colli S.Biagio;45.890117;11.050075;2.0
1375;Viale Dei Colli S.Biagio;45.890249;11.050137;2.0
1376;Via Driopozzo Bivio Solatrix;45.899636;11.044399;2.0
1380;Via Giovannini;45.906976;11.043227;0.0
1381;Via Magazol Via Cimarosa;45.89984;11.039956;2.0
1383;"Via Manzoni ""Dolomiti En.""";45.893302;11.036155;2.0
1384;"Via Manzoni ""Dolomiti En.""";45.893257;11.036473;2.0
1385;Via Balista;45.894807;11.032744;0.0
1386;Via Balista;45.895135;11.032558;0.0
1388;Via Manzoni Via Paoli;45.892158;11.0394;1.0
1389;Via Paoli Piazza 25 Aprile;45.893125;11.040071;1.0
1391;Via Paoli;45.891405;11.040044;0.0
1392;Via Pasubio Via Unione;45.887436;11.024869;1.0
1393;Via Pasubio Viale Vittoria;45.887203;11.030676;1.0
1394;Via Pasubio Viale Vittoria;45.887291;11.030752;2.0
1395;Via Pasubio Via Unione;45.887527;11.024528;2.0
1397;Via A Prato;45.893472;11.03071;0.0
1398;Via Puccini Via Perosi;45.903744;11.04498;1.0
1399;Via Puccini Via Donizetti;45.90126;11.046191;2.0
1400;Via Pellico Brione;45.904405;11.042574;2.0
1401;Via Saibanti;45.888197;11.036753;0.0
1402;Via Saibanti;45.887981;11.036659;0.0
1404;Piazzale Orsi Ist. Veronesi;45.891409;11.03452;1.0
1405;Via Tiella;45.907639;11.043746;0.0
1408;Via Unione Scuole Degasperi;45.885193;11.023238;2.0
1409;Via Unione Scuole Degasperi;45.885611;11.023154;2.0
1410;"Via Zeni ""Meccatronica""";45.890456;11.032678;2.0
1411;"Via Zeni ""Meccatronica""";45.89097;11.03262;1.0
1412;Viale Trento Via Magazol;45.899565;11.042103;1.0
1413;Viale Trento Via Magazol;45.899753;11.04217;1.0
1414;Viale Trento Via Brione;45.901664;11.041509;1.0
1415;Viale Trento Via Brione;45.901469;11.041672;1.0
1416;Viale Trento Via Salvetti;45.906562;11.040032;2.0
1417;Viale Trento Via Salvetti;45.906461;11.040139;2.0
1418;Viale Vittoria Via Zotti;45.88536;11.025501;2.0
1419;Viale Vittoria Fucine;45.886322;11.028863;1.0
1420;Viale Vittoria Via Zotti;45.885258;11.025452;1.0
1421;Viale Vittoria Fucine;45.886323;11.029127;1.0
1422;"Ss.12 ""Rovercenter""";45.864467;11.029238;2.0
1424;Villa Lagarina Via Alpini;45.914525;11.034176;2.0
1425;Villa Lagarina Via Alpini;45.914791;11.033801;2.0
1426;Villa Lagarina Via Solari;45.917095;11.028849;1.0
1427;Villa Lagarina Via Solari;45.916967;11.028762;2.0
1429;Villa Lagarina V. Zandonai;45.912386;11.031423;2.0
1431;Via Craffonara;45.88661;11.034168;0.0
1433;Via Parteli;45.896415;11.037051;0.0
1434;Via Pasqui;45.899131;11.037382;0.0
1437;"Viale Caproni ""Sony""";45.865416;11.01079;2.0
1440;Viale Dell'industria;45.871673;11.020696;0.0
1442;"Viale Del Lavoro ""Aticarta""";45.866651;11.02347;2.0
1443;"Viale Del Lavoro ""Rovercenter""";45.863651;11.027037;2.0
1444;Via S.Maria;45.884706;11.04309;0.0
1446;Via Zotti Via Cevedale;45.885735;11.025638;1.0
1447;Via Zotti;45.886244;11.020845;0.0
1504;"Via Fornaci ""Texbond""";45.859884;11.005372;2.0
1685;Via Macello;45.894294;11.032821;0.0
2120;"Zambra ""Top Center""";46.091131;11.117806;1.0
2189;"Piazza Dante ""Dogana""";46.072531;11.119934;1.0
2213;Bivio Per Senter;45.881227;11.077484;0.0
2214;Bivio Per Senter;45.881368;11.077601;0.0
2215;Brancolino;45.902202;11.020328;2.0
2216;Brancolino;45.902262;11.020302;2.0
2217;Brancolino Sp.90;45.900676;11.02045;1.0
2218;Brancolino Sp.90;45.900782;11.020738;1.0
2219;Casa Del Falegname;45.885863;11.076374;0.0
2220;Casa Del Falegname;45.885592;11.076418;0.0
2221;Casa Nel Bosco;45.882463;11.076427;0.0
2222;Casa Nel Bosco;45.882368;11.076445;0.0
2223;Castellano Centro;45.923336;11.0078;2.0
2224;Cisterna;45.883095;11.086366;2.0
2225;Cisterna;45.88321;11.086375;2.0
2226;Cornale';45.881595;11.010857;2.0
2227;Cornale';45.8815;11.010617;2.0
2229;Folaso;45.887106;11.001157;2.0
2230;Folaso;45.887198;11.001276;2.0
2231;Isera Via Rosina;45.887495;11.010432;2.0
2232;Isera Via Rosina;45.887748;11.010732;2.0
2233;Isera Cimitero;45.888649;11.011896;2.0
2234;Isera Cimitero;45.888525;11.011727;2.0
2237;Lenzima;45.878365;10.992341;0.0
2238;Marano;45.89591;11.01556;2.0
2239;Marano;45.895781;11.015525;2.0
2240;Maso Mortal;45.882697;11.079603;2.0
2241;Maso Mortal;45.882929;11.079489;2.0
2242;Moietto;45.894924;11.085843;0.0
2244;Molina;45.85531;10.986379;2.0
2245;Mori Bar Centrale;45.851635;10.978754;2.0
2248;Mori Piazzale Kennedy;45.851649;10.979132;1.0
2249;Mori Via Don Sturzo;45.853242;10.970128;1.0
2253;Noarna;45.911054;11.012437;2.0
2254;Noarna;45.910819;11.012392;2.0
2255;Nogaredo Municipio;45.912024;11.022972;2.0
2256;Nogaredo Municipio;45.911972;11.02303;2.0
2257;Nogaredo Vignai;45.910757;11.019974;2.0
2259;Nogaredo Scuole Elementari;45.909122;11.022514;2.0
2260;Nogaredo Scuole Elementari;45.909039;11.022329;2.0
2261;Villa Lagarina Via Marconi;45.915541;11.027716;2.0
2262;Villa Lagarina Via Marconi;45.914882;11.027749;2.0
2265;Noriglio Cassa Rurale;45.883624;11.06918;2.0
2266;Noriglio Mon. Ai Caduti;45.88366;11.070394;2.0
2267;Patone;45.902576;11.000318;0.0
2268;Pedersano Capolinea;45.922601;11.020511;2.0
2271;Pedersano Centro;45.918031;11.019739;2.0
2272;Pedersano Centro;45.917944;11.019758;2.0
2273;Piazza Filzi Via Del Porto;45.884129;11.017931;1.0
2274;Ravazzone;45.85999;10.991196;2.0
2275;Mori Stazione Via Stazione;45.861992;11.000492;2.0
2276;Mori Stazione Via Stazione;45.861915;11.000478;2.0
2277;Reviano;45.891134;11.007297;2.0
2278;Reviano;45.891551;11.007123;2.0
2281;S.Ilario Iti;45.910898;11.041947;2.0
2282;S.Ilario Iti;45.909862;11.041587;2.0
2283;S.Ilario Via Stroperi;45.912522;11.043825;1.0
2284;S.Ilario Via Stroperi;45.912602;11.044046;1.0
2285;Sp.20 S.Sisinio;45.925111;11.021159;2.0
2286;Sp.20 Zisi;45.931011;11.022064;2.0
2287;Sp.20 Zisi;45.931519;11.022149;2.0
2288;Sp.20 S.Sisinio;45.925088;11.021076;2.0
2289;"Ss.240 ""Millennium Sud""";45.868636;11.014105;2.0
2291;"Ss.240 ""Millennium Sud""";45.868695;11.014031;2.0
2292;Ravazzone;45.858898;10.990652;2.0
2293;"Ss.240 ""Millennium Nord""";45.870196;11.016625;2.0
2294;"Ss.240 ""Millennium Nord""";45.870509;11.017269;2.0
2295;Saltaria;45.895289;11.067315;2.0
2296;Saltaria;45.895198;11.06739;2.0
2297;Sano;45.846311;10.95152;0.0
2298;Sasso;45.904083;11.013562;2.0
2299;Sasso;45.903968;11.013639;2.0
2300;Senter;45.877521;11.089343;0.0
2301;Tierno Via Cooperazione;45.84608;10.979238;1.0
2302;Tierno Via Battisti;45.84809;10.97817;2.0
2303;Tierno Via Terra Nera;45.848582;10.982899;1.0
2304;Toldi;45.897936;11.061771;0.0
2307;Via D.Chiesa;45.886218;11.019333;0.0
2309;Via Della Libertà;45.885111;11.017611;0.0
2310;Via Driopozzo Bivio Solatrix;45.898904;11.044437;2.0
2311;Via Fedrigotti Chiesa;45.884252;11.020443;2.0
2312;Noriglio Via Fontani;45.884407;11.06867;2.0
2318;Via Lagarina;45.910333;11.039896;0.0
2319;Via Magazol Viale Trento;45.89903;11.041963;1.0
2321;Via Lagarina;45.910851;11.03975;0.0
2322;Via Puccini Via Donizetti;45.901456;11.046258;1.0
2323;Via Puccini Via Perosi;45.904419;11.044624;1.0
2325;Noriglio Via Valteri;45.886164;11.065291;2.0
2329;Via Vicenza Via Asiago;45.885554;11.059487;2.0
2330;"Viale Caproni ""Chizzola""";45.868392;11.022253;2.0
2331;"Viale Del Lavoro ""Aticarta""";45.86612;11.024025;2.0
2332;Viale Dell'industria;45.871421;11.020859;0.0
2333;Villa Lagarina Via Magrè;45.917725;11.033251;1.0
2334;Villa Lagarina Via Magrè;45.917561;11.033477;1.0
2335;Villa Lagarina V.Segantini;45.916364;11.03423;2.0
2336;Villa Lagarina V.Segantini;45.916278;11.034103;1.0
2337;Volano Ss.12;45.917745;11.06344;2.0
2338;Volano Ss.12;45.917925;11.063894;2.0
2339;Volano Via Roma;45.917094;11.069844;1.0
2340;Volano Des Tor;45.917458;11.057496;2.0
2341;Volano Via Europa;45.91652;11.057146;2.0
2342;Zaffoni;45.89131;11.065349;2.0
2343;Zaffoni;45.891331;11.06585;2.0
2354;Via All'adige;45.888316;11.019061;0.0
2355;Pomarolo Via Rossaro;45.925699;11.047857;2.0
2356;Pomarolo Via Del Pionte;45.925151;11.048075;2.0
2359;Molini;45.91372;11.021093;2.0
2360;Lago di Cei Bellaria;45.957557;11.0323;2.0
2361;Lago di Cei;45.951116;11.02308;2.0
2362;Lago di Cei Albergo;45.948216;11.015907;2.0
2363;Sp.20 Maso Tiaf;45.936417;11.008581;2.0
2364;Sp.20 Bivio Per Bordala;45.930966;11.007169;2.0
2365;Castellano Centro;45.923288;11.007728;2.0
2367;Sp.20 Bivio Per Bordala;45.93097;11.007246;2.0
2368;Sp.20 Maso Tiaf;45.93586;11.008605;2.0
2369;Lago di Cei Capitello;45.947507;11.01499;2.0
2370;Lago di Cei;45.951215;11.023429;2.0
2372;Molini;45.91395;11.02124;2.0
2377;Sp 76 Bivio S.Lazzaro;46.129;11.115532;2.0
2380;"Trener ""3 Torri Pat""";46.095078;11.116914;2.0
2383;"Guardini ""Centochiavi""";46.092602;11.118549;1.0
2384;"Zambra ""Top Center""";46.091021;11.117999;2.0
2385;"Zambra ""Ist. D'arte Vittoria""";46.09251;11.116229;2.0
2386;"Meano ""Centro Civico""";46.12745;11.11658;1.0
2389;Centochiavi Lunelli;46.092571;11.120604;1.0
2391;Via Rovigo;45.880506;11.03807;0.0
2394;Piazza Guella;45.867289;11.03188;0.0
2395;Largo S.Floriano;45.866427;11.032708;0.0
2397;Via Cornacalda;45.866829;11.035088;0.0
2398;Via Della Cisterna;45.867868;11.034807;0.0
2404;Romagnano 7 Fontane;46.014251;11.104356;2.0
2405;Travai Piazza Fiera;46.064755;11.122318;1.0
2406;"Ghiaie ""Giardinerie""";46.052905;11.11704;1.0
2407;Ghiaie Monte Baldo;46.05639;11.116193;2.0
2408;Parcheggio Zuffo;46.074958;11.109709;0.0
2409;Cavalcavia S.Lorenzo;46.070362;11.119089;0.0
2410;Parcheggio Monte Baldo;46.057099;11.113649;0.0
2412;Piazzale A22;46.077321;11.111076;0.0
2418;"Ss 12 ""Pioppeto""";46.108607;11.108745;1.0
2419;Ss 12 S.Anna;46.112375;11.107453;1.0
2421;Via A Prato;45.893517;11.03078;0.0
2422;"Roncafort ""Asilo""";46.100975;11.101782;1.0
2423;Maso Rossi Aichner;46.105349;11.100544;1.0
2424;"S.Lorenzo ""Funivia""";46.070164;11.11674;2.0
2426;"S.Lorenzo ""Funivia""";46.070285;11.117276;1.0
2430;Sanseverino Monte Baldo;46.057726;11.112549;2.0
2435;"Brescia ""Ca Dei Gai""";46.07348;11.105332;2.0
2437;Ravina Della Croce;46.040932;11.110995;1.0
2438;Ss 12 Talvera;46.103414;11.110516;1.0
2446;"Ghiaie ""Zona Ind.Le Ftm""";46.119112;11.105325;2.0
2447;Ghiaie Salisburgo;46.123098;11.103287;2.0
2448;"Ghiaie ""Sc. Materna""";46.124688;11.099827;2.0
2449;Spini Praga;46.123637;11.097414;2.0
2453;Palazzine Maso S.Antonio;46.11507;11.101847;2.0
2454;Crosare Officina;46.110073;11.105462;2.0
2455;Crosare Parcheggio;46.107957;11.10538;2.0
2457;Gardolo Castel di Gardolo;46.113949;11.110526;2.0
2458;Gardolo Castel di Gardolo;46.113874;11.11117;2.0
2470;Jedin Sanseverino;46.051205;11.114779;2.0
2472;"Lamar ""Via Rossa""";46.121478;11.106445;2.0
2474;Via Vallunga Bivio M. Pipel;45.895183;11.0521;2.0
2475;Maso Valduga;45.899728;11.054359;2.0
2476;Bosco Della Citta';45.901507;11.055439;0.0
2477;Maso Valduga;45.899654;11.054251;2.0
2478;Via Vallunga Bivio M. Pipel;45.895148;11.051957;2.0
2481;Viale Dei Colli Via Vallunga;45.891102;11.049809;2.0
2482;Viale Dei Colli Via Vallunga;45.891319;11.049805;2.0
2483;"Sopramonte ""Campra""";46.078588;11.058123;1.0
2484;"Sopramonte ""Campra""";46.078747;11.058186;1.0
2485;"Brescia ""Ca Dei Gai""";46.073335;11.105624;2.0
2488;"Pranzelores ""Top Center""";46.089831;11.118603;1.0
2489;"Pranzelores ""Tridente""";46.086577;11.12013;1.0
2490;Povo Pantè;46.063986;11.150894;2.0
2491;Roncafort Caproni;46.100072;11.099813;1.0
2492;Roncafort Bettine;46.097604;11.102184;1.0
2494;Corso Verona Via Cainelli;45.877258;11.035978;2.0
2497;Ponte di Ravina;46.045472;11.113381;0.0
2498;Ponte di Ravina;46.04553;11.113645;0.0
2499;"Villazzano ""Chiesa""";46.049327;11.14384;1.0
2500;"Ss 45 ""Scala""";46.077263;11.099858;2.0
2501;"Sopramonte ""M.Petoci""";46.066982;11.059531;2.0
2502;Vigo Meano Don Perugini;46.132978;11.133928;2.0
2504;Mori Via Del Garda;45.851501;10.972743;2.0
2505;"Cognola ""Chiesa""";46.076338;11.141634;1.0
2506;Muralta Valsugana;46.076532;11.130338;2.0
2508;Toldi;45.897853;11.061812;0.0
2509;Costa;45.884566;11.072775;0.0
2510;Sp.2 Bivio Per Cisterna;45.881195;11.075461;2.0
2511;Isera P.Zza S.Vincenzo-O.;45.885392;11.00909;2.0
2514;Ss.240 Ponte Sull'adige;45.86312;10.997363;2.0
2515;Ss.240 Ponte Sull'adige;45.863104;10.997583;2.0
2520;Verdi Inama;46.066534;11.117868;1.0
2521;Gazzadina Le Case Nòve;46.134055;11.128326;1.0
2522;Gazzadina Del Porfido;46.130527;11.126294;1.0
2524;Cimirlo;46.067728;11.18477;0.0
2525;Eremo;46.068285;11.17864;0.0
2526;Celva;46.071795;11.176795;0.0
2527;Via Eremo;46.06784;11.175508;0.0
2528;Maso di Brenz;46.065735;11.172325;0.0
2529;Borino Civ.69;46.066021;11.168748;2.0
2530;Borino;46.067029;11.165565;2.0
2532;Borino Civ.69;46.066016;11.168863;2.0
2533;Maso di Brenz;46.065461;11.172052;0.0
2534;Via Eremo;46.067848;11.175603;0.0
2535;Eremo;46.068223;11.1787;0.0
2537;"Verona ""Big Center""";46.045701;11.130926;1.0
2538;"Verona ""Big Center""";46.045723;11.131083;1.0
2540;"Viale Caproni ""Luxottica""";45.864872;11.017777;2.0
2542;Via di Vittorio;45.863063;11.02088;0.0
2543;Villa Lagarina V. Zandonai;45.912409;11.031708;2.0
2549;"Povo ""Polo Sociale"" Cap.";46.065718;11.15801;1.0
2660;Patone Gera;45.897931;11.002032;2.0
2662;Patone Gera;45.898129;11.002109;2.0
2663;Gardolo 4 Nov. 2 Giugno;46.101135;11.112927;1.0
2664;Spini Loghét;46.120397;11.091212;1.0
2665;Spini Loghét;46.120478;11.091282;1.0
2668;"Fersina ""Zona Artigianale""";46.038346;11.124537;1.0
2669;"Fersina ""Zona Sportiva""";46.041621;11.123737;2.0
2670;Piazza Cappuccini;46.073035;11.1284;0.0
2671;Avancini Laste;46.071437;11.130726;2.0
2672;Rsa Angeli Custodi;46.069698;11.130962;0.0
2673;Giardini Collina;46.068199;11.129707;2.0
2676;Via Cittadella Via Mozart;45.901296;11.040141;1.0
2680;Gazzoletti Piazza Dante;46.071849;11.122012;1.0
2682;Povo Sommarive;46.065493;11.150401;2.0
2683;"Povo ""Polo Scientifico"" Est";46.067131;11.15051;2.0
2686;Isera P.Zza S.Vincenzo-E.;45.885395;11.009226;2.0
2688;"Villazzano ""Stazione Fs""";46.044677;11.139674;1.0
2689;"Villazzano ""Stazione Fs""";46.044632;11.139478;1.0
2699;"Ss.12 ""Rovercenter""";45.864129;11.029039;2.0
2701;Ss 349 Pozzata;46.041497;11.142601;2.0
2702;Parcheggio Ghiaie;46.038643;11.124383;0.0
2706;Via Pedroni;45.892054;11.032947;0.0
2707;"Via Unione ""Residenza Eos""";45.893575;11.027471;2.0
2710;Via Unione Scuole Filzi;45.888851;11.024409;1.0
2713;Dos Trento Mariano;46.073642;11.114545;2.0
2746;Lenzima Via Della Vittoria;45.877341;10.991795;2.0
2747;Lenzima Via Della Vittoria;45.877393;10.991516;2.0
2755;Via Baratieri;45.894959;11.040345;0.0
2757;Noriglio Mon. Ai Caduti;45.883883;11.07027;2.0
2758;Viale Vittoria Scuole Degasperi;45.884953;11.023994;1.0
2759;Via Delle Laste;46.072479;11.129844;0.0
2760;Savignano;45.938052;11.055978;0.0
2763;Gard.D.Mezzo Dos D.La Luna;46.11529;11.117253;2.0
2764;Gard.D.Mezzo Maso Garbini;46.114547;11.116633;2.0
2767;"Vigo Meano ""S.Pietro""";46.128254;11.134672;1.0
2768;Via Unione Scuole Filzi;45.8885;11.024266;2.0
2770;Via Comel;45.903978;11.042051;0.0
2775;Via Zigherane;45.879419;11.023347;0.0
2776;Via Zigherane;45.879872;11.022909;2.0
2777;Baldresca;45.880234;11.028386;0.0
2780;Ss 45 S.Giorgio;46.078559;11.099223;2.0
2782;"Spini ""Pal. Giano""";46.12167;11.095136;1.0
2783;"Spini ""Pal. Giano""";46.121606;11.095087;1.0
2784;Spini Varsavia;46.125528;11.098368;2.0
2785;Spini Varsavia;46.125825;11.098119;2.0
2786;Spini Masadori;46.119932;11.096486;1.0
2787;Spini Masadori;46.120106;11.096254;1.0
2788;Spini Bregenz;46.117063;11.092401;2.0
2789;Spini Bregenz;46.117025;11.092475;2.0
2790;"Spini ""Casa Circondariale""";46.127053;11.096713;1.0
2791;"Interporto ""Interbrennero""";46.111248;11.090882;1.0
2792;"Interporto ""Interbrennero""";46.111195;11.090792;1.0
2793;"Innsbruck ""Trentino Trasporti""";46.101861;11.094798;1.0
2794;"Innsbruck ""Trentino Trasporti""";46.102289;11.094582;1.0
2795;"Interporto ""Logistica 2""";46.106315;11.092329;1.0
2796;"Interporto ""Logistica 2""";46.106112;11.092271;1.0
2797;"Interporto ""Fercam""";46.108338;11.091621;1.0
2798;"Interporto ""Fercam""";46.108429;11.0917;1.0
2799;Spini Praga;46.123565;11.097434;2.0
2800;Pedersano;45.922485;11.020169;0.0
2801;"Vela ""Scuole S.Vigilio""";46.081347;11.102631;1.0
2802;"Villa Lagar. ""Bocciodromo""";45.920494;11.031916;2.0
2803;"Villa Lagar. ""Bocciodromo""";45.920164;11.031839;1.0
2804;"Villa Lagarina ""Al Ponte""";45.913403;11.036873;2.0
2805;"Villa Lagarina ""Al Ponte""";45.913209;11.037197;2.0
2806;"Ss.240 ""Alla Staffa""";45.872747;11.024718;2.0
2812;Castellano Don Zanolli;45.926204;11.00607;2.0
2814;Mattarello Gotarda;46.009948;11.128593;2.0
2815;Mattarello Fratte;46.005384;11.126518;2.0
2816;Via Zandonai;45.886686;11.020064;0.0
2817;Roncafort Nord;46.10353;11.100099;1.0
2820;Povo Pantè;46.06394;11.150611;2.0
2822;Mori Via Filzi;45.854297;10.972201;2.0
2824;Mori Via Terra Nera;45.850042;10.98095;2.0
2825;Via All'adige;45.888292;11.018708;0.0
2826;Mori Via Del Garda;45.85186;10.972114;2.0
2827;Via Monte Pipel;45.895169;11.05715;0.0
2828;"Interporto ""Sait""";46.113255;11.090192;1.0
2829;"Interporto ""Sait""";46.113317;11.090281;1.0
2831;Via Balista Ist. Veronesi;45.896006;11.030938;2.0
2832;Viale Vittoria Scuole Degasperi;45.88489;11.024081;1.0
2833;"Povo ""Polo Scientifico"" Ovest";46.067072;11.150437;1.0
2835;Calliano Via Marcolini;45.931762;11.092358;2.0
2836;Calliano Via Marcolini;45.931768;11.092675;2.0
2837;Volano Via Delle Ancone;45.917852;11.076416;2.0
2838;Ss.12 Fornaci;45.919361;11.085082;2.0
2839;Volano Via Roma;45.917223;11.069948;1.0
2840;Nomi Cantina Sociale;45.928305;11.074605;2.0
2841;Nogaredo Via Verdi;45.911561;11.024449;2.0
2843;Sp.20 Bivio Noarna;45.915888;11.016724;2.0
2844;Sp.20 Bivio Noarna;45.915912;11.016946;2.0
2845;Via 13 Settembre;45.908319;11.04167;0.0
2848;Campana Dei Caduti;45.874479;11.0409;0.0
2849;Marco Parco Ex De Bellat;45.843739;11.007041;2.0
2850;Marco Parco Ex De Bellat;45.84362;11.007289;2.0
2851;Marco Via S.Romedio;45.845993;11.004454;2.0
2852;Marco Via S.Romedio;45.847454;11.003501;2.0
2853;Mori Stazione;45.860779;11.001749;2.0
2854;Mori Stazione;45.860866;11.001649;2.0
2855;Via Salvetti;45.905917;11.042877;0.0
2856;Ss.12 Castel Pietra;45.921743;11.091347;2.0
2857;Ss.12 Castel Pietra;45.923644;11.092531;2.0
2858;Ss.12 Campagnole;45.928774;11.092995;2.0
2859;Ss.12 Campagnole;45.9289;11.093196;2.0
2861;Porte di Trambileno;45.883428;11.051695;2.0
2862;Porte di Trambileno;45.883552;11.051972;2.0
2863;Viale Schio;45.883663;11.043848;0.0
2864;Viale Schio;45.883793;11.043948;0.0
2865;Viale Zugna 13;45.884202;11.046711;0.0
2866;Viale Zugna 13;45.884292;11.046929;0.0
2867;Viale Zugna 48;45.884115;11.049105;0.0
2868;Viale Zugna 48;45.884311;11.049407;0.0
2869;Via Magazol Viale Trento;45.899211;11.041958;1.0
2870;"Ss.240 ""Alla Staffa""";45.872806;11.024445;2.0
2872;Rsa S.Bartolomeo;46.048622;11.134081;0.0
2873;Casette;45.880731;11.017788;0.0
2874;"Via Fornaci ""Texbond""";45.859154;11.00506;2.0
2875;"Via Fornaci ""Dana""";45.85458;11.004318;2.0
2876;"Via Fornaci ""Dana""";45.854392;11.004105;2.0
2877;"Ss.240 ""Meb""";45.867798;11.011685;2.0
2878;Ossario Castel Dante;45.871812;11.035579;0.0
2884;Via Bellini;45.899196;11.044612;0.0
2886;Via Vicenza Via Asiago;45.885264;11.060081;2.0
2887;Genovesa;45.882824;11.062596;2.0
2888;Genovesa;45.882447;11.062558;2.0
2889;Noriglio Via Jacob;45.88383;11.067469;2.0
2890;Noriglio Via Jacob;45.883735;11.067717;2.0
2891;Noriglio Parco Alle Pozze;45.88432;11.065751;2.0
2892;Nogaredo Vignai;45.910248;11.019374;2.0
2895;Cisterna Capolinea;45.883067;11.087295;2.0
2896;Noriglio Scuole Elementari;45.881841;11.068764;2.0
2897;"Sp.23 ""Nero Cubo""";45.855485;11.002055;2.0
2898;Viale Schio S.Maria;45.884669;11.043457;2.0
2899;"Via Unione ""Residenza Eos""";45.893596;11.027583;2.0
2900;Monte Ghello;45.887321;11.066213;2.0
2901;Monte Ghello;45.886975;11.066337;2.0
2902;"Viale Caproni ""Chizzola""";45.868327;11.021973;2.0
2904;"Villa Lagarina ""Poste""";45.91436;11.033091;2.0
2905;Castellano Don Zanolli;45.926214;11.005916;2.0
2906;Calliano Ss.12;45.934319;11.096026;2.0
2907;Calliano Ss.12;45.934261;11.095767;2.0
2908;Calliano Cimitero;45.936919;11.098758;2.0
2909;Besenello;45.94178;11.109958;2.0
2910;Besenello Nord;45.945755;11.106117;2.0
2911;Besenello Sud;45.937458;11.11091;2.0
2914;Noriglio Parco Alle Pozze;45.884269;11.065384;2.0
2915;Via Dell'artigiano;45.864346;11.017916;0.0
2918;Gabbiolo Capolinea;46.055543;11.149154;2.0
2919;Volano Via Spiazze;45.91568;11.051294;2.0
2922;Viale Dei Colli Bertolda;45.888472;11.051778;2.0
2923;Cadine Della Fornas;46.087128;11.068883;2.0
2924;Cadine Della Fornas;46.086991;11.069357;2.0
2925;Spini Palazzine;46.116615;11.100013;2.0
2926;Borgo S.Caterina;45.889827;11.039426;0.0
2927;"Venezia ""Port'aquila""";46.069509;11.127874;1.0
2928;Porte Chiesa;45.883426;11.053292;2.0
2929;Porte Via Al Brentegam;45.880779;11.052624;2.0
2930;Porte Via Miravalle;45.87997;11.047061;2.0
2931;Dosso;45.881347;11.054833;2.0
2932;Porte Chiesa;45.883247;11.053675;2.0
2933;Porte Via Al Brentegam;45.880888;11.052701;2.0
2934;Porte Via Miravalle;45.879896;11.046851;2.0
